?c  <hasAcademicAdvisor>  ?a  ?c  <graduatedFrom>  ?b   => ?a  <worksAt>  ?b	0.00009388	0.0365353	0.13444109	0.39035088	89	662	?a	573
?a  <imports>  ?b   => ?a  <exports>  ?b	0.00004641	0.08678501	0.13095238	0.14473684	44	336	?b	292
?a  <produced>  ?b   => ?a  <directed>  ?b	0.00239546	0.06784573	0.11255948	0.13395069	2271	20176	?b	17905
?a  <dealsWith>  ?c  ?c  <imports>  ?b   => ?a  <imports>  ?b	0.00011708	0.33035714	0.10581506	0.14879357	111	1049	?a	938
?c  <isCitizenOf>  ?b  ?a  <influences>  ?c   => ?a  <isCitizenOf>  ?b	0.000154	0.01002059	0.10564399	0.51957295	146	1382	?a	1236
?a  <produced>  ?b   => ?a  <created>  ?b	0.0021402	0.01013699	0.10056503	0.15689762	2029	20176	?b	18147
?c  <dealsWith>  ?a  ?c  <imports>  ?b   => ?a  <imports>  ?b	0.00007911	0.22321429	0.09282178	0.14097744	75	808	?a	733
?a  <worksAt>  ?b   => ?a  <graduatedFrom>  ?b	0.000231	0.01844211	0.08990148	0.16246291	219	2436	?a	2217
?a  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	0.00206741	0.03502314	0.08846362	0.22531325	1960	22156	?a	20196
?a  <exports>  ?b   => ?a  <imports>  ?b	0.00004641	0.13095238	0.08678501	0.10328638	44	507	?a	463
?c  <hasAcademicAdvisor>  ?a  ?c  <worksAt>  ?b   => ?a  <worksAt>  ?b	0.00004958	0.01929392	0.08655617	0.21860465	47	543	?a	496
?c  <dealsWith>  ?a  ?c  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	0.00005485	0.06475716	0.07784431	0.09647495	52	668	?a	616
?a  <dealsWith>  ?c  ?c  <exports>  ?b   => ?a  <exports>  ?b	0.00009388	0.17554241	0.07307061	0.07307061	89	1218	?b	1129
?a  <isCitizenOf>  ?c  ?c  <hasCapital>  ?b   => ?a  <wasBornIn>  ?b	0.00102949	0.01744009	0.07163829	0.26872247	976	13624	?a	12648
?a  <dealsWith>  ?c  ?c  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	0.00005907	0.06973848	0.06982544	0.08695652	56	802	?a	746
?a  <hasAcademicAdvisor>  ?c  ?c  <worksAt>  ?b   => ?a  <worksAt>  ?b	0.00005274	0.02052545	0.06868132	0.22727273	50	728	?a	678
?a  <dealsWith>  ?c  ?c  <exports>  ?b   => ?a  <imports>  ?b	0.00008755	0.24702381	0.0681445	0.09181416	83	1218	?a	1135
?c  <isCitizenOf>  ?a  ?c  <diedIn>  ?b   => ?a  <hasCapital>  ?b	0.00005063	0.02265219	0.06798867	0.07272727	48	706	?a	658
?a  <directed>  ?b   => ?a  <produced>  ?b	0.00239546	0.11255948	0.06784573	0.1618905	2271	33473	?b	31202
?c  <isCitizenOf>  ?a  ?c  <isLocatedIn>  ?b   => ?a  <hasCapital>  ?b	0.00003692	0.01651723	0.06013746	0.06410256	35	582	?a	547
?c  <isCitizenOf>  ?a  ?c  <livesIn>  ?b   => ?a  <hasCapital>  ?b	0.00004536	0.02029259	0.05858311	0.06574924	43	734	?a	691
?c  <dealsWith>  ?a  ?c  <imports>  ?b   => ?a  <exports>  ?b	0.00004747	0.0887574	0.05569307	0.0647482	45	808	?b	763
?a  <livesIn>  ?b   => ?a  <wasBornIn>  ?b	0.00081536	0.0138127	0.0529706	0.17116918	773	14593	?a	13820
?a  <isCitizenOf>  ?c  ?c  <hasCapital>  ?b   => ?a  <diedIn>  ?b	0.0007257	0.03105254	0.05049912	0.38457239	688	13624	?a	12936
?a  <imports>  ?c  ?b  <exports>  ?c   => ?a  <dealsWith>  ?b	0.00012658	0.17416546	0.04995837	0.06413683	120	2402	?a	2282
?a  <dealsWith>  ?c  ?c  <imports>  ?b   => ?a  <exports>  ?b	0.00005485	0.1025641	0.04957102	0.05450734	52	1049	?b	997
?c  <dealsWith>  ?a  ?c  <exports>  ?b   => ?a  <exports>  ?b	0.00007806	0.14595661	0.0490391	0.0490391	74	1509	?b	1435
?b  <dealsWith>  ?c  ?a  <dealsWith>  ?c   => ?a  <dealsWith>  ?b	0.0004715	0.64876633	0.04769526	0.04769526	447	9372	?a	8925
?a  <diedIn>  ?c  ?c  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.00063816	0.04152368	0.04514925	0.48130469	605	13400	?a	12795
?c  <isCitizenOf>  ?a  ?c  <wasBornIn>  ?b   => ?a  <hasCapital>  ?b	0.00006856	0.03067485	0.04513889	0.04772394	65	1440	?a	1375
?a  <isCitizenOf>  ?b   => ?a  <livesIn>  ?b	0.0006909	0.04488453	0.04495539	0.52358114	655	14570	?a	13915
?a  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b	0.0006909	0.04495539	0.04488453	0.36571748	655	14593	?a	13938
?b  <dealsWith>  ?c  ?c  <dealsWith>  ?a   => ?a  <dealsWith>  ?b	0.00007489	0.1030479	0.04361179	0.05577376	71	1628	?a	1557
?c  <dealsWith>  ?a  ?b  <dealsWith>  ?c   => ?a  <dealsWith>  ?b	0.00007489	0.1030479	0.04361179	0.05577376	71	1628	?a	1557
?c  <livesIn>  ?a  ?c  <diedIn>  ?b   => ?a  <hasCapital>  ?b	0.00002637	0.01179802	0.04266212	0.15923567	25	586	?a	561
?a  <influences>  ?c  ?c  <influences>  ?b   => ?a  <influences>  ?b	0.00261064	0.17741935	0.04255502	0.04255502	2475	58160	?b	55685
?a  <livesIn>  ?c  ?b  <hasCapital>  ?c   => ?a  <isCitizenOf>  ?b	0.00021202	0.01379547	0.04083706	0.20700309	201	4922	?a	4721
?a  <livesIn>  ?c  ?c  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.00021729	0.01413864	0.0390966	0.48130841	206	5269	?a	5063
?c  <dealsWith>  ?a  ?c  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	0.00086283	0.05837437	0.03884325	0.03884325	818	21059	?b	20241
?a  <wasBornIn>  ?c  ?c  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.00133433	0.08682224	0.03745041	0.57421698	1265	33778	?a	32513
?a  <exports>  ?c  ?b  <imports>  ?c   => ?a  <dealsWith>  ?b	0.00008966	0.1233672	0.03538718	0.04214179	85	2402	?a	2317
?a  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	0.00206741	0.08846362	0.03502314	0.22531325	1960	55963	?a	54003
?a  <isLeaderOf>  ?b   => ?a  <livesIn>  ?b	0.00022678	0.01473309	0.03370434	0.14448925	215	6379	?a	6164
?a  <exports>  ?c  ?b  <exports>  ?c   => ?a  <dealsWith>  ?b	0.00010654	0.14658926	0.03208386	0.04211843	101	3148	?a	3047
?a  <imports>  ?c  ?b  <imports>  ?c   => ?a  <dealsWith>  ?b	0.00018143	0.24963716	0.03193465	0.04154589	172	5386	?a	5214
?a  <created>  ?b   => ?a  <directed>  ?b	0.006621	0.18752427	0.03136023	0.22802238	6277	200158	?b	193881
