?e  <isCitizenOf>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <hasCapital>  ?b	0.00008574	0.01342282	0.14285714	0.14285714	0	0	0	4	28	0.0	0.0	?a
?e  <isCitizenOf>  ?a  ?e  <wasBornIn>  ?b   => ?a  <hasCapital>  ?b	0.00045012	0.0704698	0.20588235	0.23076923	0.10784314	0.02488688	0.022203	21	102	2.2647058823529402	2.2647058823529402	?a
?e  <isCitizenOf>  ?a  ?e  <livesIn>  ?b   => ?a  <hasCapital>  ?b	0.00010717	0.01677852	0.08064516	0.13513514	0.40322581	0.05448997	0.03251821	5	62	2.0161290322580645	2.0161290322580645	?a
?e  <isCitizenOf>  ?a  ?e  <diedIn>  ?b   => ?a  <hasCapital>  ?b	0.00021434	0.03355705	0.19230769	0.20408163	0.05769231	0.01177394	0.01109467	10	52	0.5769230769230771	0.5769230769230771	?a
?a  <dealsWith>  ?f  ?f  <exports>  ?b   => ?a  <exports>  ?b	0.00132893	0.1671159	0.07828283	0.07828283	1	0.07828283	0.07828283	62	792	62.0	62.0	?b
?a  <dealsWith>  ?f  ?f  <imports>  ?b   => ?a  <exports>  ?b	0.00090024	0.11320755	0.05323194	0.05890603	0.09632446	0.00567409	0.00512754	42	789	4.045627376425855	4.045627376425855	?b
?e  <dealsWith>  ?a  ?e  <exports>  ?b   => ?a  <exports>  ?b	0.00117889	0.14824798	0.05055147	0.05055147	1	0.05055147	0.05055147	55	1088	55.0	55.0	?b
?e  <dealsWith>  ?a  ?e  <imports>  ?b   => ?a  <exports>  ?b	0.0007502	0.09433962	0.06034483	0.07201646	0.16206897	0.01167163	0.00978002	35	580	5.672413793103448	5.672413793103448	?b
?a  <isMarriedTo>  ?f  ?f  <isLeaderOf>  ?b   => ?a  <isLeaderOf>  ?b	0.00004287	0.01136364	0.06666667	0.06666667	1	0.06666667	0.06666667	2	30	2.0	2.0	?b
?a  <wasBornIn>  ?b  ?a  <livesIn>  ?b   => ?a  <isLeaderOf>  ?b	0.00004287	0.01136364	0.06896552	0.66666667	0.89655172	0.59770115	0.06183115	2	29	1.793103448275862	1.793103448275862	?b
?e  <isMarriedTo>  ?a  ?e  <isLeaderOf>  ?b   => ?a  <isLeaderOf>  ?b	0.00004287	0.01136364	0.03773585	0.03773585	1	0.03773585	0.03773585	2	53	2.0	2.0	?b
?a  <hasWonPrize>  ?f  ?b  <hasWonPrize>  ?f   => ?a  <hasAcademicAdvisor>  ?b	0.00010717	0.03787879	0.00031168	0.05	0.99376636	0.04968832	0.00030974	5	16042	4.968831816481735	4.968831816481735	?b
?a  <hasAcademicAdvisor>  ?f  ?f  <hasAcademicAdvisor>  ?b   => ?a  <hasAcademicAdvisor>  ?b	0.0000643	0.02272727	0.03614458	0.03614458	1	0.03614458	0.03614458	3	83	3.0	3.0	?b
?a  <hasAcademicAdvisor>  ?f  ?b  <hasAcademicAdvisor>  ?f   => ?a  <hasAcademicAdvisor>  ?b	0.0000643	0.02272727	0.02097902	0.03947368	0.46853147	0.01849466	0.00982933	3	143	1.4055944055944056	1.4055944055944056	?b
?a  <worksAt>  ?f  ?b  <worksAt>  ?f   => ?a  <hasAcademicAdvisor>  ?b	0.00010717	0.03787879	0.03521127	0.14285714	0.75352113	0.10764588	0.02653243	5	142	3.767605633802817	3.767605633802817	?b
?a  <graduatedFrom>  ?f  ?b  <graduatedFrom>  ?f   => ?a  <hasAcademicAdvisor>  ?b	0.00010717	0.03787879	0.00524659	0.07142857	0.92654774	0.06618198	0.00486122	5	953	4.632738719832109	4.632738719832109	?b
?a  <livesIn>  ?f  ?b  <livesIn>  ?f   => ?a  <hasAcademicAdvisor>  ?b	0.00004287	0.01515152	0.00192864	0.04	0.95178399	0.03807136	0.00183565	2	1037	1.9035679845708775	1.9035679845708775	?b
?e  <hasAcademicAdvisor>  ?b  ?a  <hasAcademicAdvisor>  ?e   => ?a  <hasAcademicAdvisor>  ?b	0.0000643	0.02272727	0.03614458	0.03614458	1	0.03614458	0.03614458	3	83	3.0	3.0	?b
?e  <hasAcademicAdvisor>  ?b  ?e  <hasAcademicAdvisor>  ?a   => ?a  <hasAcademicAdvisor>  ?b	0.0000643	0.02272727	0.02054795	0.02054795	1	0.02054795	0.02054795	3	146	3.0	3.0	?b
?a  <influences>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	0.0000643	0.00813008	0.06382979	0.33333333	0.80851064	0.26950355	0.05160706	3	47	2.4255319148936167	2.4255319148936167	?a
?a  <hasAcademicAdvisor>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	0.00008574	0.01084011	0.15384615	0.30769231	0.5	0.15384615	0.07692308	4	26	2.0	2.0	?a
?e  <hasAcademicAdvisor>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	0.00008574	0.01084011	0.08888889	0.33333333	0.73333333	0.24444444	0.06518519	4	45	2.9333333333333336	2.9333333333333336	?a
?a  <isMarriedTo>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	0.0000643	0.00813008	0.15	0.42857143	0.65	0.27857143	0.0975	3	20	1.9500000000000002	1.9500000000000002	?a
?a  <isLeaderOf>  ?b  ?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	0.00004287	0.00422833	0.4	1	0.6	0.6	0.24	2	5	1.2	1.2	?a
?e  <isMarriedTo>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	0.0000643	0.00813008	0.08571429	0.42857143	0.8	0.34285714	0.06857143	3	35	2.4000000000000004	2.4000000000000004	?a
?e  <influences>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	0.0000643	0.00813008	0.03125	0.33333333	0.90625	0.30208333	0.02832031	3	96	2.71875	2.71875	?a
?a  <wasBornIn>  ?b  ?a  <diedIn>  ?b   => ?a  <livesIn>  ?b	0.0000643	0.00634249	0.04615385	1	0.95384615	0.95384615	0.04402367	3	65	2.861538461538461	2.861538461538461	?a
?a  <worksAt>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.00004287	0.00422833	0.4	1	0.6	0.6	0.24	2	5	1.2	1.2	?a
?a  <hasChild>  ?f  ?f  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.00012861	0.01268499	0.13043478	0.85714286	0.84782609	0.72670807	0.11058601	6	46	5.086956521739131	5.086956521739131	?a
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.0000643	0.00634249	0.00840336	0.27272727	0.96918768	0.26432391	0.00814443	3	357	2.907563025210084	2.907563025210084	?a
?a  <hasAcademicAdvisor>  ?f  ?f  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.0000643	0.00634249	0.25	1	0.75	0.75	0.1875	3	12	2.25	2.25	?a
?a  <wasBornIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <livesIn>  ?b	0.0000643	0.00634249	0.00678733	0.21428571	0.96832579	0.20749838	0.00657235	3	442	2.9049773755656108	2.9049773755656108	?a
?b  <hasCapital>  ?f  ?a  <livesIn>  ?f   => ?a  <livesIn>  ?b	0.00042869	0.0422833	0.39215686	0.39215686	1	0.39215686	0.39215686	20	51	20.0	20.0	?a
?a  <wasBornIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.00015004	0.01479915	0.01051051	0.25	0.95795796	0.23948949	0.01006863	7	666	6.705705705705706	6.705705705705706	?a
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b	0.00010717	0.01057082	0.01278772	0.14285714	0.91048593	0.13006942	0.01164304	5	391	4.552429667519181	4.552429667519181	?a
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	0.00012861	0.01268499	0.00087861	0.00794702	0.88944209	0.00706841	0.00078147	6	6829	5.33665251134866	5.33665251134866	?a
?a  <isMarriedTo>  ?f  ?f  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.00017148	0.01691332	0.25806452	0.61538462	0.58064516	0.3573201	0.14984391	8	31	4.64516129032258	4.64516129032258	?a
?b  <isLocatedIn>  ?f  ?a  <livesIn>  ?f   => ?a  <livesIn>  ?b	0.00040725	0.04016913	0.00779008	0.00779008	1	0.00779008	0.00779008	19	2439	19.0	19.0	?a
?a  <livesIn>  ?f  ?b  <dealsWith>  ?f   => ?a  <livesIn>  ?b	0.00004287	0.00422833	0.00171674	0.00171674	1	0.00171674	0.00171674	2	1165	2.0	2.0	?a
?a  <livesIn>  ?f  ?f  <dealsWith>  ?b   => ?a  <livesIn>  ?b	0.00004287	0.00422833	0.00609756	0.00609756	1	0.00609756	0.00609756	2	328	2.0	2.0	?a
?a  <livesIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.00040725	0.04016913	0.21590909	0.21590909	1	0.21590909	0.21590909	19	88	19.0	19.0	?a
?a  <livesIn>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b	0.00040725	0.04016913	0.18811881	0.18811881	1	0.18811881	0.18811881	19	101	19.0	19.0	?a
?e  <hasAcademicAdvisor>  ?a  ?e  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.0000643	0.00634249	0.16666667	1	0.83333333	0.83333333	0.13888889	3	18	2.5	2.5	?a
?e  <isMarriedTo>  ?a  ?e  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.00017148	0.01691332	0.11764706	0.61538462	0.80882353	0.49773756	0.09515571	8	68	6.470588235294118	6.470588235294118	?a
?e  <hasChild>  ?a  ?e  <livesIn>  ?b   => ?a  <livesIn>  ?b	0.00012861	0.01268499	0.08333333	0.75	0.88888889	0.66666667	0.07407407	6	72	5.333333333333333	5.333333333333333	?a
?a  <hasCurrency>  ?f  ?b  <hasCurrency>  ?f   => ?a  <dealsWith>  ?b	0.00008574	0.00769231	0.01526718	0.05555556	0.72519084	0.04028838	0.01107162	4	262	2.900763358778626	2.900763358778626	?b
?a  <imports>  ?f  ?b  <exports>  ?f   => ?a  <dealsWith>  ?b	0.00165045	0.14807692	0.05608157	0.06930693	0.19082302	0.01322536	0.01070165	77	1373	14.693372177713034	14.693372177713034	?b
?a  <imports>  ?f  ?b  <imports>  ?f   => ?a  <dealsWith>  ?b	0.00235778	0.21153846	0.03934192	0.06267806	0.3723176	0.02333615	0.01464769	110	2796	40.9549356223176	40.9549356223176	?b
?a  <hasOfficialLanguage>  ?f  ?b  <hasOfficialLanguage>  ?f   => ?a  <dealsWith>  ?b	0.00120033	0.10769231	0.01621778	0.05957447	0.72777295	0.04335669	0.01180286	56	3453	40.755285259194906	40.755285259194906	?b
?b  <imports>  ?f  ?a  <exports>  ?f   => ?a  <dealsWith>  ?b	0.0014361	0.12884615	0.04879825	0.07957245	0.38674436	0.03077419	0.01887245	67	1373	25.91187181354698	25.91187181354698	?b
?e  <livesIn>  ?a  ?e  <livesIn>  ?b   => ?a  <dealsWith>  ?b	0.0000643	0.00576923	0.00528169	0.04285714	0.87676056	0.03757545	0.00463078	3	568	2.630281690140845	2.630281690140845	?b
?a  <exports>  ?f  ?b  <exports>  ?f   => ?a  <dealsWith>  ?b	0.0014361	0.12884615	0.04125616	0.06754032	0.38916256	0.02628416	0.01605535	67	1624	26.07389162561576	26.07389162561576	?b
?a  <actedIn>  ?b  ?a  <directed>  ?b   => ?a  <produced>  ?b	0.00025721	0.01948052	0.2	0.92307692	0.78333333	0.72307692	0.15666667	12	60	9.4	9.4	?b
?a  <actedIn>  ?b  ?a  <created>  ?b   => ?a  <produced>  ?b	0.00042869	0.03246753	0.27777778	0.95238095	0.70833333	0.67460317	0.19675926	20	72	14.166666666666664	14.166666666666664	?b
?a  <created>  ?b  ?a  <directed>  ?b   => ?a  <produced>  ?b	0.00079307	0.06006494	0.16666667	0.90243902	0.81531532	0.73577236	0.13588589	37	222	30.166666666666668	30.166666666666668	?b
?a  <dealsWith>  ?f  ?f  <dealsWith>  ?b   => ?a  <dealsWith>  ?b	0.00750204	0.67307692	0.30728709	0.30728709	1	0.30728709	0.30728709	350	1139	350.0	350.0	?b
?b  <dealsWith>  ?f  ?f  <dealsWith>  ?a   => ?a  <dealsWith>  ?b	0.00124319	0.11153846	0.05092186	0.08180536	0.37752414	0.0308835	0.01922423	58	1139	21.89640035118525	21.89640035118525	?b
?a  <isMarriedTo>  ?f  ?f  <produced>  ?b   => ?a  <produced>  ?b	0.00032152	0.02435065	0.06276151	0.06276151	1	0.06276151	0.06276151	15	239	15.0	15.0	?b
?e  <dealsWith>  ?a  ?e  <dealsWith>  ?b   => ?a  <dealsWith>  ?b	0.0048013	0.43076923	0.16422287	0.16422287	1	0.16422287	0.16422287	224	1364	224.0	224.0	?b
?e  <dealsWith>  ?a  ?b  <dealsWith>  ?e   => ?a  <dealsWith>  ?b	0.00124319	0.11153846	0.05092186	0.08180536	0.37752414	0.0308835	0.01922423	58	1139	21.89640035118525	21.89640035118525	?b
?e  <isMarriedTo>  ?a  ?e  <produced>  ?b   => ?a  <produced>  ?b	0.00032152	0.02435065	0.06465517	0.06465517	1	0.06465517	0.06465517	15	232	15.000000000000002	15.000000000000002	?b
?a  <isMarriedTo>  ?f  ?f  <actedIn>  ?b   => ?a  <produced>  ?b	0.00027865	0.0211039	0.00489458	0.11711712	0.95820783	0.11222254	0.00469002	13	2656	12.456701807228916	12.456701807228916	?b
?e  <hasChild>  ?a  ?e  <actedIn>  ?b   => ?a  <produced>  ?b	0.0000643	0.00487013	0.00318134	0.07894737	0.95970308	0.07576603	0.00305314	3	943	2.8791092258748674	2.8791092258748674	?b
?e  <isMarriedTo>  ?a  ?e  <actedIn>  ?b   => ?a  <produced>  ?b	0.00021434	0.01623377	0.00326052	0.09090909	0.96413433	0.08764858	0.00314357	10	3067	9.641343332246494	9.641343332246494	?b
?b  <dealsWith>  ?f  ?a  <dealsWith>  ?f   => ?a  <dealsWith>  ?b	0.00698761	0.62692308	0.05654814	0.08849077	0.36097138	0.03194264	0.02041226	326	5765	117.67666955767564	117.67666955767564	?b
?a  <isLocatedIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <dealsWith>  ?b	0.00008574	0.00769231	0.0000313	0.01716738	0.99817661	0.01713608	0.00003125	4	127784	3.992706442121079	3.992706442121079	?b
?a  <livesIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	0.00010717	0.01160093	0.09803922	0.45454545	0.78431373	0.35650624	0.0768935	5	51	3.9215686274509802	3.9215686274509802	?a
?a  <livesIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.00012861	0.01392111	0.06818182	0.54545455	0.875	0.47727273	0.05965909	6	88	5.25	5.25	?a
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	0.00051443	0.05568445	0.09836066	0.6	0.83606557	0.50163934	0.08223596	24	244	20.065573770491802	20.065573770491802	?a
?a  <influences>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	0.00015004	0.0162413	0.17948718	0.63636364	0.71794872	0.45687646	0.12886259	7	39	5.0256410256410255	5.0256410256410255	?a
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.00047156	0.05104408	0.06162465	0.31428571	0.80392157	0.25266106	0.04954139	22	357	17.686274509803923	17.686274509803923	?a
?e  <dealsWith>  ?b  ?a  <dealsWith>  ?e   => ?a  <dealsWith>  ?b	0.00750204	0.67307692	0.30728709	0.30728709	1	0.30728709	0.30728709	350	1139	350.0	350.0	?b
?a  <isLocatedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	0.00010717	0.01160093	0.01440922	0.625	0.97694524	0.61059078	0.01407702	5	347	4.884726224783861	4.884726224783861	?a
