?a  <livesIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <livesIn>  ?b	0.0015	0.05263158	0.35714286	0.35714286	0	0	0	15	42	0.0	0.0	?a
?a  <livesIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.0017	0.05964912	0.23611111	0.23611111	0	0	0	17	72	0.0	0.0	?a
?a  <livesIn>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b	0.0015	0.05263158	0.15789474	0.15789474	0	0	0	15	95	0.0	0.0	?a
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	0.0018	0.0483871	0.08780488	0.52941176	0.83414634	0.44160689	0.07324212	18	205	0.0	0.0	?a
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.0016	0.04301075	0.05673759	0.33333333	0.82978723	0.27659574	0.04708013	16	282	0.0	0.0	?a
?a  <livesIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	0.0005	0.01344086	0.11904762	0.55555556	0.78571429	0.43650794	0.09353741	5	42	0.0	0.0	?a
?a  <livesIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.0006	0.01612903	0.08333333	0.54545455	0.84722222	0.46212121	0.07060185	6	72	0.0	0.0	?a
?a  <isLocatedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	0.0005	0.01344086	0.01754386	0.83333333	0.97894737	0.81578947	0.01717452	5	285	0.0	0.0	?a
?a  <wasBornIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	0.0029	0.07795699	0.0819209	0.80555556	0.89830508	0.72363465	0.07358996	29	354	0.0	0.0	?a
?a  <wasBornIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.0024	0.06451613	0.04152249	0.40677966	0.89792388	0.36525717	0.03728404	24	578	0.0	0.0	?a
?a  <isLocatedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.0007	0.0188172	0.00702106	0.46666667	0.98495486	0.4596456	0.00691543	7	997	0.0	0.0	?a
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <diedIn>  ?b	0.0016	0.02962963	0.04113111	0.26229508	0.84318766	0.22116398	0.03468124	16	389	0.0	0.0	?a
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <diedIn>  ?b	0.0018	0.03333333	0.04603581	0.28571429	0.83887468	0.23967848	0.03861827	18	391	0.0	0.0	?a
?e  <isLocatedIn>  ?b  ?a  <isLocatedIn>  ?e   => ?a  <isCitizenOf>  ?b	0.0007	0.0188172	0.00702106	0.46666667	0.98495486	0.4596456	0.00691543	7	997	0.0	0.0	?a
?a  <isMarriedTo>  ?f  ?f  <diedIn>  ?b   => ?a  <diedIn>  ?b	0.0007	0.01296296	0.06666667	0.24137931	0.72380952	0.17471264	0.04825397	7	105	0.0	0.0	?a
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <wasBornIn>  ?b	0.0005	0.00344353	0.02403846	0.07575758	0.68269231	0.05171911	0.01641087	5	208	0.0	0.0	?a
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <wasBornIn>  ?b	0.0029	0.01997245	0.0741688	0.26851852	0.72378517	0.19434972	0.05368228	29	391	0.0	0.0	?a
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <wasBornIn>  ?b	0.0024	0.01652893	0.06169666	0.21818182	0.71722365	0.15648516	0.0442503	24	389	0.0	0.0	?a
?a  <hasChild>  ?f  ?f  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	0.0005	0.00344353	0.03289474	0.125	0.73684211	0.09210526	0.02423823	5	152	0.0	0.0	?a
?e  <hasChild>  ?a  ?e  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	0.0006	0.00413223	0.02298851	0.1875	0.87739464	0.16451149	0.02016999	6	261	0.0	0.0	?a
?e  <isMarriedTo>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	0.0005	0.00344353	0.01901141	0.10204082	0.81368821	0.08302941	0.01546936	5	263	0.0	0.0	?a
?e  <hasChild>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	0.0007	0.00482094	0.0212766	0.1372549	0.8449848	0.11597831	0.0179784	7	329	0.0	0.0	?a
?a  <directed>  ?f  ?b  <actedIn>  ?f   => ?a  <isMarriedTo>  ?b	0.0005	0.0273224	0.04716981	0.11904762	0.60377358	0.07187781	0.02847989	5	106	0.0	0.0	?b
?a  <actedIn>  ?f  ?b  <directed>  ?f   => ?a  <isMarriedTo>  ?b	0.0005	0.0273224	0.0625	0.19230769	0.675	0.12980769	0.0421875	5	80	0.0	0.0	?b
?a  <wasBornIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <isMarriedTo>  ?b	0.0005	0.0273224	0.00273823	0.03401361	0.91949617	0.03127538	0.00251779	5	1826	0.0	0.0	?b
?a  <actedIn>  ?f  ?b  <actedIn>  ?f   => ?a  <isMarriedTo>  ?b	0.0011	0.06010929	0.01390645	0.07051282	0.80278129	0.05660637	0.01116384	11	791	0.0	0.0	?b
?b  <hasChild>  ?f  ?a  <hasChild>  ?f   => ?a  <isMarriedTo>  ?b	0.0031	0.16939891	0.02370031	0.08051948	0.70565749	0.05681917	0.0167243	31	1308	0.0	0.0	?b
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <isLocatedIn>  ?b	0.0007	0.00156355	0.01799486	0.23333333	0.92287918	0.21533847	0.01660708	7	389	0.0	0.0	?a
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <isLocatedIn>  ?b	0.0005	0.00111682	0.01278772	0.16666667	0.92327366	0.15387894	0.01180657	5	391	0.0	0.0	?a
?a  <diedIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <hasChild>  ?b	0.0006	0.04958678	0.00746269	0.06976744	0.89303483	0.06230476	0.00666444	6	804	0.0	0.0	?b
?b  <wasBornIn>  ?f  ?a  <wasBornIn>  ?f   => ?a  <hasChild>  ?b	0.0007	0.05785124	0.00383352	0.05109489	0.92497262	0.04726137	0.0035459	7	1826	0.0	0.0	?b
?a  <isMarriedTo>  ?f  ?f  <hasChild>  ?b   => ?a  <hasChild>  ?b	0.0029	0.23966942	0.03448276	0.03448276	0	0	0	29	841	0.0	0.0	?b
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	0.0029	0.23966942	0.02217125	0.02217125	0	0	0	29	1308	0.0	0.0	?b
?b  <isLocatedIn>  ?f  ?a  <isCitizenOf>  ?f   => ?a  <isLocatedIn>  ?b	0.0007	0.00156355	0.01799486	0.23333333	0.92287918	0.21533847	0.01660708	7	389	0.0	0.0	?a
Mining done in 3.30 s seconds
