?e  <influences>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	58
?a  <isLocatedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	362
?a  <isMarriedTo>  ?b  ?b  <hasChild>  ?a   => ?a  <hasChild>  ?b	9
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	240
?a  <isMarriedTo>  ?f  ?f  <diedIn>  ?b   => ?a  <diedIn>  ?b	115
?e  <isMarriedTo>  ?a  ?e  <diedIn>  ?b   => ?a  <diedIn>  ?b	144
?e  <wasBornIn>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isLocatedIn>  ?b	73
?b  <hasChild>  ?a  ?b  <isMarriedTo>  ?a   => ?a  <hasChild>  ?b	19
?b  <hasCapital>  ?a   => ?a  <isLocatedIn>  ?b	255
?a  <isMarriedTo>  ?f  ?f  <livesIn>  ?b   => ?a  <livesIn>  ?b	37
?e  <isMarriedTo>  ?a  ?e  <livesIn>  ?b   => ?a  <livesIn>  ?b	54
?a  <isPoliticianOf>  ?b   => ?a  <livesIn>  ?b	32
?a  <diedIn>  ?b   => ?a  <livesIn>  ?b	746
?a  <isCitizenOf>  ?b   => ?a  <livesIn>  ?b	409
?e  <hasChild>  ?a  ?e  <livesIn>  ?b   => ?a  <livesIn>  ?b	57
?a  <isMarriedTo>  ?f  ?f  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	96
?a  <isLeaderOf>  ?b  ?a  <livesIn>  ?b   => ?a  <wasBornIn>  ?b	3
?a  <isMarriedTo>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	12
?e  <isMarriedTo>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	18
?a  <dealsWith>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	65
?e  <dealsWith>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	45
?a  <hasCapital>  ?f  ?f  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	3
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	995
?a  <wasBornIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	975
?e  <diedIn>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isLocatedIn>  ?b	37
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	401
?a  <livesIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	48
?a  <isLocatedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	1457
?e  <isLocatedIn>  ?b  ?a  <isLocatedIn>  ?e   => ?a  <isCitizenOf>  ?b	1457
?e  <livesIn>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isLocatedIn>  ?b	48
?a  <isMarriedTo>  ?f  ?f  <hasChild>  ?b   => ?a  <hasChild>  ?b	1333
?a  <isKnownFor>  ?f  ?b  <isCitizenOf>  ?f   => ?a  <hasChild>  ?b	24
?e  <isLocatedIn>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isLocatedIn>  ?b	22
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <diedIn>  ?b	380
?a  <isMarriedTo>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	20
?e  <isMarriedTo>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	32
?a  <livesIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	155
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	416
?a  <livesIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <livesIn>  ?b	35
?a  <livesIn>  ?b   => ?a  <diedIn>  ?b	460
?a  <hasChild>  ?f  ?f  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	198
?a  <livesIn>  ?b   => ?a  <isPoliticianOf>  ?b	467
?a  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b	451
?a  <hasAcademicAdvisor>  ?f  ?f  <worksAt>  ?b   => ?a  <worksAt>  ?b	23
?e  <worksAt>  ?b  ?e  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	37
?a  <influences>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	48
?e  <hasAcademicAdvisor>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	41
?e  <influences>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	93
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <wasBornIn>  ?b	367
?e  <hasChild>  ?a  ?e  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	237
?a  <hasChild>  ?f  ?f  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	206
?a  <hasAcademicAdvisor>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	22
?a  <dealsWith>  ?f  ?f  <dealsWith>  ?b   => ?a  <dealsWith>  ?b	789
?e  <dealsWith>  ?b  ?a  <dealsWith>  ?e   => ?a  <dealsWith>  ?b	789
?e  <hasChild>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	301
?e  <hasAcademicAdvisor>  ?a  ?e  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	44
?a  <isLeaderOf>  ?b   => ?a  <livesIn>  ?b	171
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	1797
?e  <diedIn>  ?a  ?e  <livesIn>  ?b   => ?a  <isLocatedIn>  ?b	28
?b  <dealsWith>  ?a   => ?a  <dealsWith>  ?b	442
?a  <isLeaderOf>  ?b   => ?a  <wasBornIn>  ?b	171
?a  <livesIn>  ?b   => ?a  <isLeaderOf>  ?b	468
?e  <influences>  ?a  ?e  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	542
?e  <isCitizenOf>  ?a  ?e  <wasBornIn>  ?b   => ?a  <hasCapital>  ?b	77
?a  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	1761
?a  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	694
?a  <isMarriedTo>  ?f  ?f  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	191
?e  <isMarriedTo>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	245
?a  <livesIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	128
?e  <isCitizenOf>  ?a  ?e  <diedIn>  ?b   => ?a  <hasCapital>  ?b	42
?a  <isMarriedTo>  ?f  ?f  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	195
?e  <isMarriedTo>  ?a  ?e  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	159
?a  <livesIn>  ?b   => ?a  <wasBornIn>  ?b	444
?a  <livesIn>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b	83
?a  <imports>  ?b   => ?a  <exports>  ?b	199
?a  <hasAcademicAdvisor>  ?f  ?f  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	48
?a  <wasBornIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <livesIn>  ?b	459
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b	397
?a  <hasChild>  ?f  ?f  <diedIn>  ?b   => ?a  <diedIn>  ?b	205
?e  <hasChild>  ?a  ?e  <diedIn>  ?b   => ?a  <diedIn>  ?b	246
?a  <hasCapital>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	78
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <isLocatedIn>  ?b	399
?e  <hasCapital>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	33
?e  <dealsWith>  ?a  ?e  <dealsWith>  ?b   => ?a  <dealsWith>  ?b	1140
?a  <graduatedFrom>  ?b   => ?a  <worksAt>  ?b	360
?a  <worksAt>  ?b   => ?a  <graduatedFrom>  ?b	87
?a  <influences>  ?f  ?f  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	66
?a  <wasBornIn>  ?b   => ?a  <isLeaderOf>  ?b	1821
?e  <isMarriedTo>  ?a  ?e  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	251
?a  <isMarriedTo>  ?f  ?f  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	132
?e  <influences>  ?a  ?e  <diedIn>  ?b   => ?a  <diedIn>  ?b	350
?e  <isCitizenOf>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <hasCapital>  ?b	24
?a  <participatedIn>  ?f  ?b  <participatedIn>  ?f   => ?a  <hasChild>  ?b	3012
?a  <dealsWith>  ?f  ?f  <imports>  ?b   => ?a  <imports>  ?b	714
?e  <dealsWith>  ?a  ?e  <imports>  ?b   => ?a  <imports>  ?b	527
?a  <wasBornIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	994
?e  <livesIn>  ?a  ?e  <livesIn>  ?b   => ?a  <hasCapital>  ?b	544
?e  <livesIn>  ?a  ?e  <livesIn>  ?b   => ?a  <isLocatedIn>  ?b	532
?a  <worksAt>  ?f  ?b  <worksAt>  ?f   => ?a  <hasAcademicAdvisor>  ?b	137
?e  <influences>  ?a  ?e  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	619
?a  <influences>  ?f  ?f  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	169
?e  <isCitizenOf>  ?a  ?e  <livesIn>  ?b   => ?a  <hasCapital>  ?b	48
?a  <exports>  ?b   => ?a  <imports>  ?b	333
?a  <isLocatedIn>  ?b   => ?a  <diedIn>  ?b	6649
?a  <diedIn>  ?b   => ?a  <isLocatedIn>  ?b	754
?a  <participatedIn>  ?f  ?b  <participatedIn>  ?f   => ?a  <dealsWith>  ?b	2811
?e  <wasBornIn>  ?a  ?e  <livesIn>  ?b   => ?a  <isLocatedIn>  ?b	136
?e  <livesIn>  ?a  ?e  <wasBornIn>  ?b   => ?a  <hasCapital>  ?b	143
?a  <isKnownFor>  ?f  ?b  <isKnownFor>  ?f   => ?a  <hasChild>  ?b	215
?a  <dealsWith>  ?f  ?f  <exports>  ?b   => ?a  <imports>  ?b	738
?a  <isLocatedIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <dealsWith>  ?b	142488
?a  <livesIn>  ?f  ?f  <hasCapital>  ?b   => ?a  <wasBornIn>  ?b	99
?a  <influences>  ?f  ?f  <diedIn>  ?b   => ?a  <diedIn>  ?b	67
?a  <dealsWith>  ?f  ?f  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	497
?a  <dealsWith>  ?f  ?b  <dealsWith>  ?f   => ?a  <dealsWith>  ?b	5439
?a  <actedIn>  ?f  ?b  <actedIn>  ?f   => ?a  <hasChild>  ?b	1546
?e  <dealsWith>  ?a  ?e  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	549
?b  <dealsWith>  ?f  ?f  <dealsWith>  ?a   => ?a  <dealsWith>  ?b	1081
?e  <dealsWith>  ?a  ?b  <dealsWith>  ?e   => ?a  <dealsWith>  ?b	1081
?a  <exports>  ?f  ?b  <imports>  ?f   => ?a  <dealsWith>  ?b	1306
?a  <dealsWith>  ?f  ?f  <exports>  ?b   => ?a  <exports>  ?b	730
?a  <hasChild>  ?f  ?f  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	209
?e  <hasChild>  ?a  ?e  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	320
?e  <dealsWith>  ?a  ?e  <imports>  ?b   => ?a  <exports>  ?b	545
?a  <graduatedFrom>  ?f  ?b  <graduatedFrom>  ?f   => ?a  <hasAcademicAdvisor>  ?b	948
?a  <livesIn>  ?f  ?b  <livesIn>  ?f   => ?a  <hasChild>  ?b	1074
?a  <imports>  ?f  ?b  <exports>  ?f   => ?a  <dealsWith>  ?b	1296
?a  <isPoliticianOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	879
?a  <exports>  ?f  ?b  <exports>  ?f   => ?a  <dealsWith>  ?b	1557
?a  <imports>  ?f  ?b  <imports>  ?f   => ?a  <dealsWith>  ?b	2686
?a  <isMarriedTo>  ?f  ?f  <isLeaderOf>  ?b   => ?a  <isLeaderOf>  ?b	31
?a  <hasOfficialLanguage>  ?f  ?b  <hasOfficialLanguage>  ?f   => ?a  <dealsWith>  ?b	3501
?a  <dealsWith>  ?f  ?f  <imports>  ?b   => ?a  <exports>  ?b	747
?a  <hasCurrency>  ?f  ?b  <hasCurrency>  ?f   => ?a  <dealsWith>  ?b	258
?e  <dealsWith>  ?a  ?e  <exports>  ?b   => ?a  <exports>  ?b	1033
?e  <dealsWith>  ?a  ?e  <exports>  ?b   => ?a  <imports>  ?b	1053
?a  <hasWonPrize>  ?f  ?b  <hasWonPrize>  ?f   => ?a  <hasAcademicAdvisor>  ?b	16729
?e  <dealsWith>  ?a  ?e  <hasCurrency>  ?b   => ?a  <hasCurrency>  ?b	200
?e  <created>  ?a  ?e  <created>  ?b   => ?a  <hasChild>  ?b	402771
?e  <livesIn>  ?a  ?e  <livesIn>  ?b   => ?a  <dealsWith>  ?b	556
?a  <isMarriedTo>  ?b   => ?a  <hasChild>  ?b	1637
?a  <livesIn>  ?f  ?b  <livesIn>  ?f   => ?a  <hasAcademicAdvisor>  ?b	1081
?a  <hasAcademicAdvisor>  ?f  ?b  <hasAcademicAdvisor>  ?f   => ?a  <hasAcademicAdvisor>  ?b	140
?e  <isLeaderOf>  ?b  ?e  <isMarriedTo>  ?a   => ?a  <isLeaderOf>  ?b	51
?e  <influences>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	544
?a  <hasAcademicAdvisor>  ?f  ?f  <hasAcademicAdvisor>  ?b   => ?a  <hasAcademicAdvisor>  ?b	81
?e  <hasAcademicAdvisor>  ?b  ?a  <hasAcademicAdvisor>  ?e   => ?a  <hasAcademicAdvisor>  ?b	81
?a  <dealsWith>  ?f  ?f  <hasCurrency>  ?b   => ?a  <hasCurrency>  ?b	209
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <diedIn>  ?b	4436
?a  <isPoliticianOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <diedIn>  ?b	879
?b  <isMarriedTo>  ?a   => ?a  <hasChild>  ?b	1647
?b  <isLocatedIn>  ?a   => ?a  <hasCapital>  ?b	6611
?a  <influences>  ?f  ?f  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	227
?a  <isPoliticianOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <wasBornIn>  ?b	879
?a  <hasChild>  ?f  ?f  <isMarriedTo>  ?b   => ?a  <hasChild>  ?b	1232
?a  <hasChild>  ?f  ?b  <isMarriedTo>  ?f   => ?a  <hasChild>  ?b	1146
?e  <hasAcademicAdvisor>  ?a  ?e  <hasAcademicAdvisor>  ?b   => ?a  <hasAcademicAdvisor>  ?b	143
?a  <diedIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <hasChild>  ?b	6241
?a  <hasWonPrize>  ?f  ?b  <hasWonPrize>  ?f   => ?a  <hasChild>  ?b	16732
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <isLocatedIn>  ?b	7203
?a  <wasBornIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <hasChild>  ?b	13722
?a  <influences>  ?f  ?f  <isInterestedIn>  ?b   => ?a  <isInterestedIn>  ?b	137
?a  <isLocatedIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <hasCapital>  ?b	142490
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <diedIn>  ?b	7188
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <wasBornIn>  ?b	7181
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <worksAt>  ?b	4441
?a  <hasChild>  ?f  ?b  <hasChild>  ?f   => ?a  <hasChild>  ?b	2329
?a  <isCitizenOf>  ?f  ?b  <isCitizenOf>  ?f   => ?a  <hasChild>  ?b	11278
?a  <diedIn>  ?f  ?b  <diedIn>  ?f   => ?a  <hasChild>  ?b	4923
?b  <hasChild>  ?a   => ?a  <hasChild>  ?b	2722
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	4410
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	7204
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <wasBornIn>  ?b	4433
?a  <livesIn>  ?f  ?f  <dealsWith>  ?b   => ?a  <livesIn>  ?b	326
?a  <isMarriedTo>  ?f  ?b  <isMarriedTo>  ?f   => ?a  <hasChild>  ?b	2093
?a  <hasChild>  ?f  ?f  <hasChild>  ?b   => ?a  <hasChild>  ?b	2714
?e  <hasChild>  ?b  ?a  <hasChild>  ?e   => ?a  <hasChild>  ?b	2714
?b  <isMarriedTo>  ?f  ?f  <isMarriedTo>  ?a   => ?a  <hasChild>  ?b	1269
?e  <isMarriedTo>  ?a  ?b  <isMarriedTo>  ?e   => ?a  <hasChild>  ?b	1269
?e  <isInterestedIn>  ?b  ?e  <influences>  ?a   => ?a  <isInterestedIn>  ?b	408
?a  <isMarriedTo>  ?f  ?f  <isMarriedTo>  ?b   => ?a  <hasChild>  ?b	1270
?e  <isMarriedTo>  ?b  ?a  <isMarriedTo>  ?e   => ?a  <hasChild>  ?b	1270
?a  <wasBornIn>  ?f  ?b  <diedIn>  ?f   => ?a  <hasChild>  ?b	6255
?a  <livesIn>  ?f  ?b  <dealsWith>  ?f   => ?a  <livesIn>  ?b	1163
?e  <hasChild>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	9789
?a  <participatedIn>  ?f  ?b  <participatedIn>  ?f   => ?a  <hasCapital>  ?b	3012
?a  <hasOfficialLanguage>  ?f  ?b  <hasOfficialLanguage>  ?f   => ?a  <hasCapital>  ?b	3555
