?a  <livesIn>  ?b  ?a  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	10
?e  <participatedIn>  ?b  ?a  <participatedIn>  ?e   => ?a  <participatedIn>  ?b	1
?a  <participatedIn>  ?f  ?f  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	1
?a  <produced>  ?b  ?a  <created>  ?b   => ?a  <actedIn>  ?b	64
?a  <hasChild>  ?f  ?f  <livesIn>  ?b   => ?a  <livesIn>  ?b	54
?a  <wasBornIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b	993
?e  <wasBornIn>  ?a  ?e  <isPoliticianOf>  ?b   => ?a  <isLocatedIn>  ?b	6
?a  <hasChild>  ?f  ?f  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	19
?a  <wasBornIn>  ?b  ?a  <livesIn>  ?b   => ?a  <isLeaderOf>  ?b	27
?e  <hasChild>  ?a  ?e  <isKnownFor>  ?b   => ?a  <isCitizenOf>  ?b	48
?e  <hasCapital>  ?a  ?e  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	235
?e  <isLocatedIn>  ?a  ?e  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	54
?a  <influences>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	32
?e  <influences>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	58
?a  <isLocatedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	362
?a  <isMarriedTo>  ?b  ?b  <hasChild>  ?a   => ?a  <hasChild>  ?b	9
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	240
?b  <participatedIn>  ?f  ?a  <participatedIn>  ?f   => ?a  <participatedIn>  ?b	3011
?a  <directed>  ?b  ?a  <produced>  ?b   => ?a  <actedIn>  ?b	54
?a  <isMarriedTo>  ?f  ?f  <diedIn>  ?b   => ?a  <diedIn>  ?b	115
?e  <isMarriedTo>  ?a  ?e  <diedIn>  ?b   => ?a  <diedIn>  ?b	144
?e  <wasBornIn>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isLocatedIn>  ?b	73
?b  <hasChild>  ?a  ?b  <isMarriedTo>  ?a   => ?a  <hasChild>  ?b	19
?b  <hasCapital>  ?a   => ?a  <isLocatedIn>  ?b	255
?a  <isMarriedTo>  ?f  ?f  <livesIn>  ?b   => ?a  <livesIn>  ?b	37
?e  <isMarriedTo>  ?a  ?e  <livesIn>  ?b   => ?a  <livesIn>  ?b	54
?a  <isPoliticianOf>  ?b   => ?a  <livesIn>  ?b	32
?a  <diedIn>  ?b   => ?a  <livesIn>  ?b	746
?a  <isCitizenOf>  ?b   => ?a  <livesIn>  ?b	409
?e  <hasChild>  ?a  ?e  <livesIn>  ?b   => ?a  <livesIn>  ?b	57
?a  <isMarriedTo>  ?f  ?f  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	96
?a  <isLeaderOf>  ?b  ?a  <livesIn>  ?b   => ?a  <wasBornIn>  ?b	3
?a  <directed>  ?b  ?a  <created>  ?b   => ?a  <actedIn>  ?b	202
?a  <isMarriedTo>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	12
?e  <isMarriedTo>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	18
?a  <dealsWith>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	65
?e  <dealsWith>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	45
?a  <hasCapital>  ?f  ?f  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	3
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	995
?a  <wasBornIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	975
?e  <diedIn>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isLocatedIn>  ?b	37
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	401
?a  <livesIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	48
?a  <isLocatedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	1457
?e  <isLocatedIn>  ?b  ?a  <isLocatedIn>  ?e   => ?a  <isCitizenOf>  ?b	1457
?a  <produced>  ?b   => ?a  <actedIn>  ?b	556
?e  <livesIn>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isLocatedIn>  ?b	48
?a  <isMarriedTo>  ?f  ?f  <hasChild>  ?b   => ?a  <hasChild>  ?b	1333
?a  <isKnownFor>  ?f  ?b  <isCitizenOf>  ?f   => ?a  <hasChild>  ?b	24
?e  <isLocatedIn>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isLocatedIn>  ?b	22
?a  <hasChild>  ?f  ?b  <hasChild>  ?f   => ?a  <isMarriedTo>  ?b	1908
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <diedIn>  ?b	380
?a  <actedIn>  ?b   => ?a  <produced>  ?b	4859
?a  <isMarriedTo>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	20
?e  <isMarriedTo>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	32
?a  <livesIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	155
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	416
?a  <livesIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <livesIn>  ?b	35
?a  <livesIn>  ?b   => ?a  <diedIn>  ?b	460
?a  <hasChild>  ?f  ?f  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	198
?a  <directed>  ?b   => ?a  <actedIn>  ?b	877
?a  <livesIn>  ?b   => ?a  <isPoliticianOf>  ?b	467
?a  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b	451
?a  <hasAcademicAdvisor>  ?f  ?f  <worksAt>  ?b   => ?a  <worksAt>  ?b	23
?e  <worksAt>  ?b  ?e  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	37
?a  <influences>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	48
?e  <hasAcademicAdvisor>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	41
?e  <influences>  ?a  ?e  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	93
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <wasBornIn>  ?b	367
?e  <hasChild>  ?a  ?e  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	237
?a  <isMarriedTo>  ?f  ?f  <directed>  ?b   => ?a  <actedIn>  ?b	223
?a  <hasChild>  ?f  ?f  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	206
?a  <hasAcademicAdvisor>  ?f  ?f  <graduatedFrom>  ?b   => ?a  <graduatedFrom>  ?b	22
?a  <dealsWith>  ?f  ?f  <dealsWith>  ?b   => ?a  <dealsWith>  ?b	789
?e  <dealsWith>  ?b  ?a  <dealsWith>  ?e   => ?a  <dealsWith>  ?b	789
?a  <created>  ?b   => ?a  <actedIn>  ?b	9612
?e  <hasChild>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	301
?e  <isMarriedTo>  ?a  ?e  <directed>  ?b   => ?a  <actedIn>  ?b	301
?a  <actedIn>  ?b   => ?a  <directed>  ?b	4859
?e  <hasAcademicAdvisor>  ?a  ?e  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	44
?a  <actedIn>  ?b   => ?a  <created>  ?b	4847
?a  <isLeaderOf>  ?b   => ?a  <livesIn>  ?b	171
?a  <actedIn>  ?f  ?b  <directed>  ?f   => ?a  <isMarriedTo>  ?b	119
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	1797
?a  <hasChild>  ?f  ?f  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	52
?e  <diedIn>  ?a  ?e  <livesIn>  ?b   => ?a  <isLocatedIn>  ?b	28
?b  <dealsWith>  ?a   => ?a  <dealsWith>  ?b	442
?a  <isLeaderOf>  ?b   => ?a  <wasBornIn>  ?b	171
?a  <livesIn>  ?b   => ?a  <isLeaderOf>  ?b	468
?e  <influences>  ?a  ?e  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	542
?a  <hasChild>  ?f  ?f  <produced>  ?b   => ?a  <actedIn>  ?b	34
?e  <isCitizenOf>  ?a  ?e  <wasBornIn>  ?b   => ?a  <hasCapital>  ?b	77
?a  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	1761
?a  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	694
?a  <isMarriedTo>  ?f  ?f  <actedIn>  ?b   => ?a  <directed>  ?b	2635
?a  <isMarriedTo>  ?f  ?f  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	191
?e  <isMarriedTo>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	245
?a  <livesIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	128
?e  <isCitizenOf>  ?a  ?e  <diedIn>  ?b   => ?a  <hasCapital>  ?b	42
?e  <isMarriedTo>  ?a  ?e  <actedIn>  ?b   => ?a  <directed>  ?b	3038
?a  <isMarriedTo>  ?f  ?f  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	195
?e  <isMarriedTo>  ?a  ?e  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	159
?a  <directed>  ?f  ?b  <actedIn>  ?f   => ?a  <isMarriedTo>  ?b	121
?a  <livesIn>  ?b   => ?a  <wasBornIn>  ?b	444
?a  <livesIn>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b	83
?a  <isMarriedTo>  ?f  ?f  <created>  ?b   => ?a  <actedIn>  ?b	1342
?a  <imports>  ?b   => ?a  <exports>  ?b	199
?a  <hasAcademicAdvisor>  ?f  ?f  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	48
?a  <wasBornIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <livesIn>  ?b	459
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b	397
?a  <hasChild>  ?f  ?f  <diedIn>  ?b   => ?a  <diedIn>  ?b	205
?e  <hasChild>  ?a  ?e  <diedIn>  ?b   => ?a  <diedIn>  ?b	246
?a  <hasCapital>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	78
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <isLocatedIn>  ?b	399
?e  <hasCapital>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	33
?a  <isLeaderOf>  ?f  ?b  <isLeaderOf>  ?f   => ?a  <isMarriedTo>  ?b	107
?e  <dealsWith>  ?a  ?e  <dealsWith>  ?b   => ?a  <dealsWith>  ?b	1140
?a  <graduatedFrom>  ?b   => ?a  <worksAt>  ?b	360
?a  <worksAt>  ?b   => ?a  <graduatedFrom>  ?b	87
?a  <influences>  ?f  ?f  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	66
?a  <actedIn>  ?f  ?b  <created>  ?f   => ?a  <isMarriedTo>  ?b	217
?a  <wasBornIn>  ?b   => ?a  <isLeaderOf>  ?b	1821
?e  <isMarriedTo>  ?a  ?e  <produced>  ?b   => ?a  <actedIn>  ?b	219
?a  <directed>  ?f  ?b  <created>  ?f   => ?a  <isMarriedTo>  ?b	140
?e  <isMarriedTo>  ?a  ?e  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	251
?a  <isMarriedTo>  ?f  ?f  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	132
?e  <influences>  ?a  ?e  <diedIn>  ?b   => ?a  <diedIn>  ?b	350
?e  <isCitizenOf>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <hasCapital>  ?b	24
?a  <participatedIn>  ?f  ?b  <participatedIn>  ?f   => ?a  <hasChild>  ?b	3012
?a  <actedIn>  ?f  ?b  <directed>  ?f   => ?a  <influences>  ?b	130
?a  <dealsWith>  ?f  ?f  <imports>  ?b   => ?a  <imports>  ?b	714
?e  <hasChild>  ?a  ?e  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	110
?e  <isMarriedTo>  ?a  ?e  <created>  ?b   => ?a  <actedIn>  ?b	849
?e  <dealsWith>  ?a  ?e  <imports>  ?b   => ?a  <imports>  ?b	527
?a  <wasBornIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	994
?e  <livesIn>  ?a  ?e  <livesIn>  ?b   => ?a  <hasCapital>  ?b	544
?e  <livesIn>  ?a  ?e  <livesIn>  ?b   => ?a  <isLocatedIn>  ?b	532
?a  <worksAt>  ?f  ?b  <worksAt>  ?f   => ?a  <hasAcademicAdvisor>  ?b	137
?e  <influences>  ?a  ?e  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	619
?a  <created>  ?f  ?b  <directed>  ?f   => ?a  <isMarriedTo>  ?b	140
?a  <influences>  ?f  ?f  <hasWonPrize>  ?b   => ?a  <hasWonPrize>  ?b	169
?a  <produced>  ?f  ?b  <actedIn>  ?f   => ?a  <isMarriedTo>  ?b	112
?e  <isCitizenOf>  ?a  ?e  <livesIn>  ?b   => ?a  <hasCapital>  ?b	48
?a  <isMarriedTo>  ?f  ?f  <produced>  ?b   => ?a  <actedIn>  ?b	230
?a  <exports>  ?b   => ?a  <imports>  ?b	333
?a  <isLocatedIn>  ?b   => ?a  <diedIn>  ?b	6649
?a  <diedIn>  ?b   => ?a  <isLocatedIn>  ?b	754
?a  <isMarriedTo>  ?f  ?f  <actedIn>  ?b   => ?a  <produced>  ?b	2655
?a  <actedIn>  ?f  ?b  <produced>  ?f   => ?a  <isMarriedTo>  ?b	113
?a  <participatedIn>  ?f  ?b  <participatedIn>  ?f   => ?a  <dealsWith>  ?b	2811
?e  <wasBornIn>  ?a  ?e  <livesIn>  ?b   => ?a  <isLocatedIn>  ?b	136
?a  <produced>  ?f  ?b  <produced>  ?f   => ?a  <isMarriedTo>  ?b	209
?e  <livesIn>  ?a  ?e  <wasBornIn>  ?b   => ?a  <hasCapital>  ?b	143
?a  <isKnownFor>  ?f  ?b  <isKnownFor>  ?f   => ?a  <hasChild>  ?b	215
?a  <dealsWith>  ?f  ?f  <exports>  ?b   => ?a  <imports>  ?b	738
?a  <isLocatedIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <dealsWith>  ?b	142488
?a  <livesIn>  ?f  ?f  <hasCapital>  ?b   => ?a  <wasBornIn>  ?b	99
?a  <influences>  ?f  ?f  <diedIn>  ?b   => ?a  <diedIn>  ?b	67
?a  <dealsWith>  ?f  ?f  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	497
?e  <isMarriedTo>  ?a  ?e  <actedIn>  ?b   => ?a  <produced>  ?b	3057
?a  <dealsWith>  ?f  ?b  <dealsWith>  ?f   => ?a  <dealsWith>  ?b	5439
?a  <influences>  ?f  ?b  <influences>  ?f   => ?a  <influences>  ?b	3201
?a  <actedIn>  ?f  ?b  <actedIn>  ?f   => ?a  <hasChild>  ?b	1546
?e  <dealsWith>  ?a  ?e  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	549
?b  <dealsWith>  ?f  ?f  <dealsWith>  ?a   => ?a  <dealsWith>  ?b	1081
?e  <dealsWith>  ?a  ?b  <dealsWith>  ?e   => ?a  <dealsWith>  ?b	1081
?a  <graduatedFrom>  ?f  ?b  <graduatedFrom>  ?f   => ?a  <isMarriedTo>  ?b	950
?e  <hasChild>  ?a  ?e  <isKnownFor>  ?b   => ?a  <isKnownFor>  ?b	46
?a  <exports>  ?f  ?b  <imports>  ?f   => ?a  <dealsWith>  ?b	1306
?e  <hasChild>  ?a  ?e  <actedIn>  ?b   => ?a  <produced>  ?b	940
?a  <dealsWith>  ?f  ?f  <exports>  ?b   => ?a  <exports>  ?b	730
?a  <hasChild>  ?f  ?f  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	209
?e  <hasChild>  ?a  ?e  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	320
?a  <livesIn>  ?f  ?b  <livesIn>  ?f   => ?a  <isMarriedTo>  ?b	1077
?e  <dealsWith>  ?a  ?e  <imports>  ?b   => ?a  <exports>  ?b	545
?a  <graduatedFrom>  ?f  ?b  <graduatedFrom>  ?f   => ?a  <hasAcademicAdvisor>  ?b	948
?a  <created>  ?f  ?b  <actedIn>  ?f   => ?a  <isMarriedTo>  ?b	218
?a  <livesIn>  ?f  ?b  <livesIn>  ?f   => ?a  <hasChild>  ?b	1074
?a  <imports>  ?f  ?b  <exports>  ?f   => ?a  <dealsWith>  ?b	1296
?a  <influences>  ?f  ?f  <directed>  ?b   => ?a  <actedIn>  ?b	110
?a  <influences>  ?f  ?f  <influences>  ?b   => ?a  <influences>  ?b	5917
?e  <influences>  ?b  ?a  <influences>  ?e   => ?a  <influences>  ?b	5917
?e  <isMarriedTo>  ?a  ?e  <actedIn>  ?b   => ?a  <created>  ?b	3056
?a  <isPoliticianOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	879
?a  <exports>  ?f  ?b  <exports>  ?f   => ?a  <dealsWith>  ?b	1557
?a  <actedIn>  ?f  ?b  <actedIn>  ?f   => ?a  <isMarriedTo>  ?b	1522
?e  <isMarriedTo>  ?a  ?e  <produced>  ?b   => ?a  <produced>  ?b	217
?a  <imports>  ?f  ?b  <imports>  ?f   => ?a  <dealsWith>  ?b	2686
?a  <isMarriedTo>  ?f  ?f  <produced>  ?b   => ?a  <produced>  ?b	225
?a  <created>  ?f  ?b  <created>  ?f   => ?a  <isMarriedTo>  ?b	1915
?a  <isMarriedTo>  ?f  ?f  <isLeaderOf>  ?b   => ?a  <isLeaderOf>  ?b	31
?a  <hasOfficialLanguage>  ?f  ?b  <hasOfficialLanguage>  ?f   => ?a  <dealsWith>  ?b	3501
?a  <dealsWith>  ?f  ?f  <imports>  ?b   => ?a  <exports>  ?b	747
?a  <isMarriedTo>  ?f  ?f  <actedIn>  ?b   => ?a  <created>  ?b	2660
?a  <hasCurrency>  ?f  ?b  <hasCurrency>  ?f   => ?a  <dealsWith>  ?b	258
?a  <created>  ?f  ?b  <actedIn>  ?f   => ?a  <influences>  ?b	222
?e  <isMarriedTo>  ?a  ?e  <created>  ?b   => ?a  <directed>  ?b	854
?a  <isMarriedTo>  ?f  ?f  <created>  ?b   => ?a  <directed>  ?b	1350
?e  <isMarriedTo>  ?a  ?e  <directed>  ?b   => ?a  <created>  ?b	331
?a  <isMarriedTo>  ?f  ?f  <directed>  ?b   => ?a  <created>  ?b	249
?e  <dealsWith>  ?a  ?e  <exports>  ?b   => ?a  <exports>  ?b	1033
?e  <dealsWith>  ?a  ?e  <exports>  ?b   => ?a  <imports>  ?b	1053
?a  <hasWonPrize>  ?f  ?b  <hasWonPrize>  ?f   => ?a  <hasAcademicAdvisor>  ?b	16729
?e  <dealsWith>  ?a  ?e  <hasCurrency>  ?b   => ?a  <hasCurrency>  ?b	200
?a  <actedIn>  ?f  ?b  <actedIn>  ?f   => ?a  <influences>  ?b	1543
?e  <created>  ?a  ?e  <created>  ?b   => ?a  <hasChild>  ?b	402771
?e  <isMarriedTo>  ?a  ?e  <created>  ?b   => ?a  <created>  ?b	820
?e  <livesIn>  ?a  ?e  <livesIn>  ?b   => ?a  <dealsWith>  ?b	556
?e  <dealsWith>  ?a  ?e  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	14076
?a  <isMarriedTo>  ?b   => ?a  <hasChild>  ?b	1637
?a  <livesIn>  ?f  ?b  <livesIn>  ?f   => ?a  <hasAcademicAdvisor>  ?b	1081
?a  <hasAcademicAdvisor>  ?f  ?b  <hasAcademicAdvisor>  ?f   => ?a  <hasAcademicAdvisor>  ?b	140
?e  <isLeaderOf>  ?b  ?e  <isMarriedTo>  ?a   => ?a  <isLeaderOf>  ?b	51
?e  <influences>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	544
?a  <hasAcademicAdvisor>  ?f  ?f  <hasAcademicAdvisor>  ?b   => ?a  <hasAcademicAdvisor>  ?b	81
?e  <hasAcademicAdvisor>  ?b  ?a  <hasAcademicAdvisor>  ?e   => ?a  <hasAcademicAdvisor>  ?b	81
?a  <hasChild>  ?b   => ?a  <isMarriedTo>  ?b	2706
?a  <dealsWith>  ?f  ?f  <hasCurrency>  ?b   => ?a  <hasCurrency>  ?b	209
?a  <isInterestedIn>  ?f  ?b  <isInterestedIn>  ?f   => ?a  <influences>  ?b	64
?a  <hasCapital>  ?f  ?f  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	65
?a  <diedIn>  ?f  ?b  <diedIn>  ?f   => ?a  <isMarriedTo>  ?b	4909
?a  <graduatedFrom>  ?f  ?b  <graduatedFrom>  ?f   => ?a  <influences>  ?b	950
?a  <created>  ?f  ?b  <created>  ?f   => ?a  <influences>  ?b	1912
?a  <isMarriedTo>  ?f  ?f  <created>  ?b   => ?a  <created>  ?b	1316
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <diedIn>  ?b	4436
?a  <isPoliticianOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <diedIn>  ?b	879
?a  <influences>  ?f  ?f  <actedIn>  ?b   => ?a  <created>  ?b	813
?b  <isMarriedTo>  ?a   => ?a  <hasChild>  ?b	1647
?b  <isLocatedIn>  ?a   => ?a  <hasCapital>  ?b	6611
?a  <influences>  ?f  ?f  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	227
?a  <isPoliticianOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <wasBornIn>  ?b	879
?a  <hasChild>  ?f  ?f  <isMarriedTo>  ?b   => ?a  <hasChild>  ?b	1232
?a  <hasChild>  ?f  ?b  <isMarriedTo>  ?f   => ?a  <hasChild>  ?b	1146
?a  <dealsWith>  ?f  ?f  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	31331
?e  <hasAcademicAdvisor>  ?a  ?e  <hasAcademicAdvisor>  ?b   => ?a  <hasAcademicAdvisor>  ?b	143
?a  <isMarriedTo>  ?f  ?f  <actedIn>  ?b   => ?a  <actedIn>  ?b	2614
?a  <isCitizenOf>  ?f  ?b  <isCitizenOf>  ?f   => ?a  <influences>  ?b	11272
?a  <diedIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <hasChild>  ?b	6241
?a  <hasWonPrize>  ?f  ?b  <hasWonPrize>  ?f   => ?a  <hasChild>  ?b	16732
?e  <isMarriedTo>  ?a  ?e  <actedIn>  ?b   => ?a  <actedIn>  ?b	3013
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <isLocatedIn>  ?b	7203
?a  <wasBornIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <hasChild>  ?b	13722
?a  <wasBornIn>  ?f  ?b  <diedIn>  ?f   => ?a  <influences>  ?b	6253
?a  <hasChild>  ?f  ?f  <actedIn>  ?b   => ?a  <actedIn>  ?b	336
?a  <influences>  ?f  ?f  <isInterestedIn>  ?b   => ?a  <isInterestedIn>  ?b	137
?a  <isLocatedIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <hasCapital>  ?b	142490
?a  <hasWonPrize>  ?f  ?b  <hasWonPrize>  ?f   => ?a  <influences>  ?b	16726
?b  <hasChild>  ?a   => ?a  <isMarriedTo>  ?b	2716
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <diedIn>  ?b	7188
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <wasBornIn>  ?b	7181
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <worksAt>  ?b	4441
?a  <diedIn>  ?f  ?b  <diedIn>  ?f   => ?a  <influences>  ?b	4928
?a  <hasChild>  ?f  ?b  <hasChild>  ?f   => ?a  <hasChild>  ?b	2329
?a  <isCitizenOf>  ?f  ?b  <isCitizenOf>  ?f   => ?a  <hasChild>  ?b	11278
