?b  <isMarriedTo>  ?a  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <isMarriedTo>  ?b
?a  <hasAcademicAdvisor>  ?f  ?f  <worksAt>  ?b  ?b  rdf:type  <wordnet_organization_108008335>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <worksAt>  ?b
?e  <hasAcademicAdvisor>  ?a  ?e  <worksAt>  ?b  ?b  rdf:type  <wordnet_organization_108008335>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <worksAt>  ?b
?e  <dealsWith>  ?a  ?e  <dealsWith>  ?b  ?a  rdf:type  <wordnet_country_108544813>  ?b  rdf:type  <wordnet_country_108544813>   => ?a  <dealsWith>  ?b
?a  <isLocatedIn>  ?b  ?b  rdf:type  <wordnet_city_108524735>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <diedIn>  ?b
?f  <isLocatedIn>  ?b  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b
?f  <hasCapital>  ?b  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b
?b  <dealsWith>  ?a  ?a  rdf:type  <wordnet_country_108544813>  ?b  rdf:type  <wordnet_country_108544813>   => ?a  <dealsWith>  ?b
?e  <isCitizenOf>  ?a  ?e  <livesIn>  ?b  ?a  rdf:type  <wordnet_country_108544813>  ?b  rdf:type  <wordnet_country_108544813>   => ?a  <dealsWith>  ?b
?a  <isLeaderOf>  ?b  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b
?f  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b
?f  <hasCapital>  ?b  ?a  <isCitizenOf>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b
?e  <isCitizenOf>  ?b  ?e  <livesIn>  ?a  ?a  rdf:type  <wordnet_country_108544813>  ?b  rdf:type  <wordnet_country_108544813>   => ?a  <dealsWith>  ?b
?a  <directed>  ?b  ?b  rdf:type  <wordnet_movie_106613686>  ?a  rdf:type  <yagoLegalActor>   => ?a  <produced>  ?b
?e  <livesIn>  ?a  ?e  <livesIn>  ?b  ?a  rdf:type  <wordnet_country_108544813>  ?b  rdf:type  <wordnet_country_108544813>   => ?a  <dealsWith>  ?b
?a  <graduatedFrom>  ?b  ?b  rdf:type  <wordnet_organization_108008335>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <worksAt>  ?b
?a  <produced>  ?b  ?a  rdf:type  <yagoLegalActor>  ?b  rdf:type  owl:Thing   => ?a  <created>  ?b
?e  <diedIn>  ?b  ?e  <livesIn>  ?a  ?b  rdf:type  <wordnet_city_108524735>  ?a  rdf:type  <wordnet_region_108630985>   => ?a  <hasCapital>  ?b
?b  <hasCapital>  ?f  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b
?e  <isCitizenOf>  ?a  ?e  <livesIn>  ?b  ?b  rdf:type  <wordnet_city_108524735>  ?a  rdf:type  <wordnet_region_108630985>   => ?a  <hasCapital>  ?b
?a  <produced>  ?b  ?b  rdf:type  <wordnet_movie_106613686>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <directed>  ?b
?e  <livesIn>  ?a  ?e  <livesIn>  ?b  ?b  rdf:type  <wordnet_city_108524735>  ?a  rdf:type  <wordnet_region_108630985>   => ?a  <hasCapital>  ?b
?a  <created>  ?b  ?b  rdf:type  <wordnet_movie_106613686>  ?a  rdf:type  <yagoLegalActor>   => ?a  <produced>  ?b
?b  <influences>  ?a  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasAcademicAdvisor>  ?b
?e  <dealsWith>  ?a  ?e  <hasOfficialLanguage>  ?b  ?b  rdf:type  <wordnet_language_106282651>  ?a  rdf:type  <wordnet_location_100027167>   => ?a  <hasOfficialLanguage>  ?b
