?e  <livesIn>  ?a  ?e  <wasBornIn>  ?b  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <hasCapital>  ?b	0.00001495	0.018876829	0.018009905	0.074074074	40	2221	540	?a	0.0	0.0	0.0	0.0	0.0	17.0
?e  <diedIn>  ?b  ?e  <livesIn>  ?a  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <hasCapital>  ?b	0.000008596	0.010854176	0.061007958	0.181102362	23	377	127	?a	0.0	0.0	0.0	0.0	0.0	12.0
?e  <livesIn>  ?a  ?e  <livesIn>  ?b  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <hasCapital>  ?b	0.000030274	0.038225578	0.016148325	0.071428571	81	5016	1134	?a	0.0	0.0	0.0	0.0	0.0	31.0
?f  <hasChild>  ?b  ?a  <isMarriedTo>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasChild>  ?b	0.00072546	0.16797923	0.634728581	0.634728581	1941	3058	3058	?b	0.0	0.0	0.0	0.0	0.0	21.0
?a  <livesIn>  ?f  ?b  <livesIn>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasChild>  ?b	0.000031022	0.007183038	0.000151027	0.006601973	83	549572	12572	?b	0.0	0.0	0.0	0.0	0.0	579.0
?e  <hasChild>  ?b  ?e  <isMarriedTo>  ?a  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasChild>  ?b	0.000718359	0.16633492	0.703513909	0.703513909	1922	2732	2732	?b	0.0	0.0	0.0	0.0	0.0	22.0
?a  <produced>  ?b  ?a  rdf:type  <yagoLegalActor>  ?b  rdf:type  owl:Thing   => ?a  <created>  ?b	0	0	0	0	0	8	4	?b	0.0	0.0	0.0	0.0	0.0	15.0
?a  <directed>  ?b  ?a  rdf:type  <yagoLegalActor>  ?b  rdf:type  owl:Thing   => ?a  <created>  ?b	0.00000299	0.000039968	0.470588235	0.615384615	8	17	13	?b	0.0	0.0	0.0	0.0	0.0	37.0
?e  <created>  ?a  ?e  <created>  ?b  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasChild>  ?b	0.000023547	0.005452185	0.017622378	0.038602941	63	3575	1632	?b	0.0	0.0	0.0	0.0	0.0	73.0
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000030648	0.005619132	0.010520914	0.377880184	82	7794	217	?a	0.0	0.0	0.0	0.0	0.0	84.0
?b  <hasCapital>  ?f  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000233971	0.04289728	0.154988859	0.154988859	626	4039	4039	?a	0.0	0.0	0.0	0.0	0.0	12.0
?f  <hasCapital>  ?b  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000197343	0.036181731	0.177062374	0.177062374	528	2982	2982	?a	0.0	0.0	0.0	0.0	0.0	21.0
?f  <isLocatedIn>  ?b  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000210424	0.038580141	0.256843066	0.256843066	563	2192	2192	?a	0.0	0.0	0.0	0.0	0.0	36.0
?a  <isMarriedTo>  ?f  ?f  <livesIn>  ?b  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000026163	0.00479682	0.300429185	0.67961165	70	233	103	?a	0.0	0.0	0.0	0.0	0.0	22.0
?e  <isMarriedTo>  ?a  ?e  <livesIn>  ?b  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000027658	0.005070924	0.298387097	0.685185185	74	248	108	?a	0.0	0.0	0.0	0.0	0.0	20.0
?f  <hasCapital>  ?b  ?a  <isCitizenOf>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000069145	0.012677311	0.015248928	0.180840665	185	12132	1023	?a	0.0	0.0	0.0	0.0	0.0	47.0
?f  <dealsWith>  ?b  ?a  <dealsWith>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000163705	0.635703919	0.283128636	0.283128636	438	1547	1547	?a	0.0	0.0	0.0	0.0	0.0	2.0
?a  <imports>  ?f  ?b  <imports>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000063165	0.245283019	0.031512213	0.040920097	169	5363	4130	?a	0.0	0.0	0.0	0.0	0.0	3.0
?a  <dealsWith>  ?f  ?b  <dealsWith>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000167069	0.648766328	0.047695262	0.047695262	447	9372	9372	?a	0.0	0.0	0.0	0.0	0.0	6.0
?b  <exports>  ?f  ?a  <imports>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000043729	0.169811321	0.049097776	0.062970936	117	2383	1858	?a	0.0	0.0	0.0	0.0	0.0	1.0
?a  <hasCurrency>  ?f  ?b  <hasCurrency>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000003364	0.013062409	0.007512521	0.037037037	9	1198	243	?a	0.0	0.0	0.0	0.0	0.0	2.0
?a  <exports>  ?f  ?b  <imports>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000031395	0.12191582	0.035249685	0.041708044	84	2383	2014	?a	0.0	0.0	0.0	0.0	0.0	2.0
?a  <hasOfficialLanguage>  ?f  ?b  <hasOfficialLanguage>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.0000299	0.116110305	0.003175359	0.023195129	80	25194	3449	?a	0.0	0.0	0.0	0.0	0.0	14.0
?a  <exports>  ?f  ?b  <exports>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000037376	0.145137881	0.032164683	0.041946309	100	3109	2384	?a	0.0	0.0	0.0	0.0	0.0	2.0
?f  <dealsWith>  ?a  ?b  <dealsWith>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000026537	0.103047896	0.045895281	0.055773763	71	1547	1273	?a	0.0	0.0	0.0	0.0	0.0	2.0
?e  <dealsWith>  ?a  ?e  <dealsWith>  ?b  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000096055	0.373004354	0.160826033	0.217612193	257	1598	1181	?a	0.0	0.0	0.0	0.0	0.0	2.0
?e  <isCitizenOf>  ?b  ?e  <livesIn>  ?a  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000006728	0.026124819	0.035502959	0.162162162	18	507	111	?a	0.0	0.0	0.0	0.0	0.0	18.0
?a  <participatedIn>  ?f  ?b  <participatedIn>  ?f  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000087833	0.34107402	0.025098793	0.078464107	235	9363	2995	?a	0.0	0.0	0.0	0.0	0.0	26.0
?e  <livesIn>  ?a  ?e  <livesIn>  ?b  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000013081	0.050798258	0.006977671	0.057189542	35	5016	612	?a	0.0	0.0	0.0	0.0	0.0	30.0
?a  <hasAcademicAdvisor>  ?f  ?f  <worksAt>  ?b  ?b  rdf:type  <wordnet_organization_108008335>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <worksAt>  ?b	0.000008596	0.009441708	0.100877193	0.319444444	23	228	72	?a	0.0	0.0	0.0	0.0	0.0	10.0
?e  <hasAcademicAdvisor>  ?a  ?e  <worksAt>  ?b  ?b  rdf:type  <wordnet_organization_108008335>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <worksAt>  ?b	0.000007849	0.00862069	0.166666667	0.28	21	126	75	?a	0.0	0.0	0.0	0.0	0.0	4.0
?e  <graduatedFrom>  ?b  ?e  <hasAcademicAdvisor>  ?a  ?b  rdf:type  <wordnet_organization_108008335>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <worksAt>  ?b	0.000013829	0.015188834	0.238709677	0.451219512	37	155	82	?a	0.0	0.0	0.0	0.0	0.0	2.0
?e  <isCitizenOf>  ?a  ?e  <livesIn>  ?b  ?a  rdf:type  <wordnet_location_100027167>  ?b  rdf:type  <wordnet_location_100027167>   => ?a  <dealsWith>  ?b	0.000008596	0.033381713	0.045364892	0.059278351	23	507	388	?a	0.0	0.0	0.0	0.0	0.0	11.0
?f  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000096803	0.017748235	0.012031961	0.192995529	259	21526	1342	?a	0.0	0.0	0.0	0.0	0.0	268.0
?b  <isLocatedIn>  ?f  ?a  <isPoliticianOf>  ?f  ?b  rdf:type  <wordnet_city_108524735>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <diedIn>  ?b	0.00013231	0.015977613	0.001089261	0.002905116	354	324991	121854	?a	0.0	0.0	0.0	0.0	0.0	617.0
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.00007064	0.012951415	0.00021657	0.003030983	189	872698	62356	?a	0.0	0.0	0.0	0.0	0.0	2910.0
?f  <hasCapital>  ?b  ?a  <isCitizenOf>  ?f  ?b  rdf:type  <wordnet_city_108524735>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <diedIn>  ?b	0.000242941	0.029337426	0.0607647	0.416666667	650	10697	1560	?a	0.0	0.0	0.0	0.0	0.0	46.0
?a  <diedIn>  ?f  ?b  <diedIn>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasChild>  ?b	0.000040366	0.009346603	0.000029769	0.000719731	108	3627921	150056	?b	0.0	0.0	0.0	0.0	0.0	3391.0
?a  <influences>  ?f  ?b  <influences>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <influences>  ?b	0.000682478	0.130896057	0.028034083	0.043293738	1826	65135	42177	?b	0.0	0.0	0.0	0.0	0.0	80.0
?f  <influences>  ?b  ?a  <influences>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <influences>  ?b	0.000791988	0.151899642	0.047356188	0.047356188	2119	44746	44746	?b	0.0	0.0	0.0	0.0	0.0	59.0
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f  ?b  rdf:type  <wikicategory_States_of_the_United_States>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isPoliticianOf>  ?b	0.00001495	0.02739726	0.152671756	1	40	262	40	?a	0.0	0.0	0.0	0.0	0.0	1.0
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b  ?b  rdf:type  <wikicategory_States_of_the_United_States>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isPoliticianOf>  ?b	0.000079984	0.146575342	0.083561109	0.926406926	214	2561	231	?a	0.0	0.0	0.0	0.0	0.0	14.0
?f  <isLocatedIn>  ?b  ?a  <livesIn>  ?f  ?b  rdf:type  <wikicategory_States_of_the_United_States>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isPoliticianOf>  ?b	0.000016819	0.030821918	0.044776119	0.957446809	45	1005	47	?a	0.0	0.0	0.0	0.0	0.0	9.0
?f  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?f  ?b  rdf:type  <wikicategory_States_of_the_United_States>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isPoliticianOf>  ?b	0.000045972	0.084246575	0.013565678	0.544247788	123	9067	226	?a	0.0	0.0	0.0	0.0	0.0	55.0
?a  <worksAt>  ?f  ?b  <worksAt>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasAcademicAdvisor>  ?b	0.000018688	0.025680534	0.00122465	0.004621072	50	40828	10820	?a	0.0	0.0	0.0	0.0	0.0	33.0
?a  <graduatedFrom>  ?f  ?b  <worksAt>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasAcademicAdvisor>  ?b	0.000036628	0.050333847	0.00084165	0.007779013	98	116438	12598	?a	0.0	0.0	0.0	0.0	0.0	171.0
?e  <influences>  ?a  ?e  <influences>  ?b  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <influences>  ?b	0.00080507	0.154408602	0.019522364	0.019522364	2154	110335	110335	?b	0.0	0.0	0.0	0.0	0.0	101.0
?a  <graduatedFrom>  ?f  ?b  <graduatedFrom>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasAcademicAdvisor>  ?b	0.000016819	0.023112481	0.000074077	0.000866751	45	607476	51918	?a	0.0	0.0	0.0	0.0	0.0	567.0
?b  <isLocatedIn>  ?f  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_location_100027167>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <livesIn>  ?b	0.000331521	0.060782567	0.000782463	0.000782463	887	1133600	1133600	?a	0.0	0.0	0.0	0.0	0.0	2294.0
?a  <diedIn>  ?f  ?b  <wasBornIn>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasChild>  ?b	0.000078489	0.018173951	0.000044433	0.000934783	210	4726235	224651	?b	0.0	0.0	0.0	0.0	0.0	4678.0
?a  <livesIn>  ?f  ?b  <livesIn>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasAcademicAdvisor>  ?b	0.000013455	0.018489985	0.000065506	0.001106093	36	549572	32547	?a	0.0	0.0	0.0	0.0	0.0	519.0
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f  ?b  rdf:type  <wordnet_city_108524735>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <diedIn>  ?b	0.000204818	0.024733706	0.002042665	0.0117074	548	268277	46808	?a	0.0	0.0	0.0	0.0	0.0	2562.0
?a  <isCitizenOf>  ?f  ?b  <livesIn>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasAcademicAdvisor>  ?b	0.000013081	0.017976374	0.000025907	0.000717772	35	1351002	48762	?a	0.0	0.0	0.0	0.0	0.0	862.0
?a  <influences>  ?f  ?f  <isCitizenOf>  ?b  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b	0.000052326	0.009608785	0.104011887	0.518518519	140	1346	270	?a	0.0	0.0	0.0	0.0	0.0	14.0
?b  <hasCapital>  ?f  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b	0.000069892	0.012834592	0.052336972	0.252021563	187	3573	742	?a	0.0	0.0	0.0	0.0	0.0	10.0
?f  <isLocatedIn>  ?b  ?a  <livesIn>  ?f  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b	0.000073256	0.013452299	0.099140111	0.816666667	196	1977	240	?a	0.0	0.0	0.0	0.0	0.0	33.0
?b  <isCitizenOf>  ?f  ?a  <livesIn>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasAcademicAdvisor>  ?b	0.000014576	0.020030817	0.000028867	0.00026411	39	1351002	147666	?a	0.0	0.0	0.0	0.0	0.0	2052.0
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b	0.000242194	0.044474949	0.033657092	0.220633299	648	19253	2937	?a	0.0	0.0	0.0	0.0	0.0	59.0
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b	0.000213788	0.039258751	0.08212491	0.6875	572	6965	832	?a	0.0	0.0	0.0	0.0	0.0	53.0
?b  <hasCapital>  ?f  ?a  <wasBornIn>  ?f  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b	0.000327036	0.060054907	0.029873677	0.247875354	875	29290	3530	?a	0.0	0.0	0.0	0.0	0.0	100.0
?f  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?f  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b	0.000424587	0.077968428	0.056573705	0.743942371	1136	20080	1527	?a	0.0	0.0	0.0	0.0	0.0	113.0
?a  <created>  ?b  ?a  <directed>  ?b   => ?a  <produced>  ?b	0.000377867	0.05010904	0.161064203	0.374722016	1011	6277	2698	?b	0.0	0.0	0.0	0.0	0.0	17.0
?a  <actedIn>  ?b  ?a  <created>  ?b   => ?a  <produced>  ?b	0.000077367	0.010259715	0.206380857	0.389830508	207	1003	531	?b	0.0	0.0	0.0	0.0	0.0	17.0
?f  <isLocatedIn>  ?b  ?a  <isLocatedIn>  ?f  ?b  rdf:type  <wordnet_country_108544813>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <isCitizenOf>  ?b	0.00007662	0.014070007	0.091151623	0.788461538	205	2249	260	?a	0.0	0.0	0.0	0.0	0.0	50.0
?f  <hasCapital>  ?b  ?a  <isCitizenOf>  ?f  ?b  rdf:type  <wordnet_city_108524735>  ?a  rdf:type  <wordnet_person_100007846>   => ?a  <wasBornIn>  ?b	0.000323299	0.015456641	0.080863794	0.288525684	865	10697	2998	?a	0.0	0.0	0.0	0.0	0.0	43.0
?a  <hasChild>  ?f  ?b  <hasChild>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <isMarriedTo>  ?b	0.000503449	0.112315517	0.166893817	0.382670455	1347	8071	3520	?b	0.0	0.0	0.0	0.0	0.0	45.0
?a  <created>  ?f  ?b  <created>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <isMarriedTo>  ?b	0.000050457	0.011256566	0.00124859	0.023957409	135	108122	5635	?b	0.0	0.0	0.0	0.0	0.0	531.0
?a  <diedIn>  ?f  ?b  <diedIn>  ?f  ?a  rdf:type  <wordnet_person_100007846>  ?b  rdf:type  <wordnet_person_100007846>   => ?a  <hasAcademicAdvisor>  ?b	0.000009718	0.013353878	0.000007167	0.000515955	26	3627921	50392	?a	0.0	0.0	0.0	0.0	0.0	3382.0
